nome_repositorio,url,estrelas,data_criacao,idade_em_dias,idade_em_anos,total_pull_requests,total_pull_requests_aceitas,total_releases,data_ultima_atualizacao,dias_desde_ultima_atualizacao,linguagem_primaria,linguagens,total_issues,issues_abertas,issues_fechadas,razao_issues_fechadas,media_prs_aceitas_linguagem,media_releases_linguagem,media_dias_desde_atualizacao_linguagem
zen-browser/desktop,https://github.com/zen-browser/desktop,43983,28/03/2024,874,2.4,1763,1219,186,19/08/2026,0,Python,"Python, Shell, JavaScript, HTML, CSS, C++, PowerShell, CMake, Makefile, Objective-C++",9679,570,9109,0.9411,4381.96,96.0,134.19
lysine-dev/retrofit,https://github.com/lysine-dev/retrofit,43934,06/09/2010,5825,16.0,1808,1352,4,16/08/2026,2,Java,"Java, Kotlin",2774,129,2645,0.9535,1668.22,57.66,146.66
astaxie/build-web-application-with-golang,https://github.com/astaxie/build-web-application-with-golang,43901,02/08/2012,5130,14.1,901,757,0,12/05/2024,829,Go,"Go, Groovy, Shell, Python",306,124,182,0.5948,3162.76,209.72,80.52
apache/spark,https://github.com/apache/spark,43841,25/02/2014,4558,12.5,57934,8,0,19/08/2026,0,Scala,"Scala, Java, Shell, JavaScript, Python, Makefile, R, C, CSS, Batchfile",98,40,58,0.5918,8.0,0.0,0.0
DataExpert-io/data-engineer-handbook,https://github.com/DataExpert-io/data-engineer-handbook,43785,19/11/2023,1004,2.8,307,181,0,03/08/2026,16,Makefile,"Makefile, Shell, Jupyter Notebook, Python, Dockerfile",107,25,82,0.7664,6824.34,158.88,82.6
aymericdamien/TensorFlow-Examples,https://github.com/aymericdamien/TensorFlow-Examples,43732,11/11/2015,3934,10.8,174,88,0,26/07/2024,754,Python,"Python, Jupyter Notebook",239,168,71,0.2971,4381.96,96.0,134.19
ccxt/ccxt,https://github.com/ccxt/ccxt,43668,14/05/2017,3384,9.3,18250,15594,248,19/08/2026,0,JavaScript,"JavaScript, PHP, Python, Shell, Dockerfile, HTML, TypeScript, Handlebars, C#, Batchfile",11543,228,11315,0.9802,4153.66,207.36,93.73
ray-project/ray,https://github.com/ray-project/ray,43560,25/10/2016,3585,9.8,42229,32152,128,19/08/2026,0,Shell,"Shell, C++, Python, C, HTML, CSS, Java, Dockerfile, JavaScript, TypeScript",22963,2873,20090,0.8749,6587.32,101.51,68.88
juspay/hyperswitch,https://github.com/juspay/hyperswitch,43504,17/10/2022,1402,3.8,9345,7597,158,19/08/2026,0,Makefile,"Makefile, Rust, Shell, PLpgSQL, Dockerfile, JavaScript, Nix, CSS, HTML, MDX",4187,1340,2847,0.68,6824.34,158.88,82.6
colinhacks/zod,https://github.com/colinhacks/zod,43493,07/03/2020,2356,6.5,2062,1146,205,19/08/2026,0,TypeScript,"TypeScript, JavaScript, CSS, MDX, Shell, HTML",3153,65,3088,0.9794,3951.0,209.41,39.23
danielmiessler/Fabric,https://github.com/danielmiessler/Fabric,43481,03/01/2024,958,2.6,933,646,423,09/08/2026,10,Go,"Go, Shell, Batchfile, Nix, Dockerfile, JavaScript, TypeScript, CSS, HTML, Svelte",859,30,829,0.9651,3162.76,209.72,80.52
gradio-app/gradio,https://github.com/gradio-app/gradio,43388,19/12/2018,2800,7.7,6612,5730,1000,19/08/2026,0,Python,"Python, JavaScript, HTML, Shell, CSS, Svelte, TypeScript, MDX, Jupyter Notebook, Batchfile",6715,160,6555,0.9762,4381.96,96.0,134.19
Light-City/CPlusPlusThings,https://github.com/Light-City/CPlusPlusThings,43363,14/07/2019,2593,7.1,128,78,0,16/05/2026,95,C++,"C++, C, Starlark",231,8,223,0.9654,8311.21,116.07,94.29
ziglang/zig,https://github.com/ziglang/zig,43315,06/08/2015,4031,11.0,12266,9540,21,27/11/2025,265,CMake,"CMake, C++, C, Shell, Zig, HTML, JavaScript, Python, Assembly, Objective-C",13522,2733,10789,0.7979,10846.93,133.36,74.29
alex/what-happens-when,https://github.com/alex/what-happens-when,43294,07/11/2013,4668,12.8,2210,108,0,19/08/2024,730,,,300,246,54,0.18,1575.95,5.59,292.54
Unitech/pm2,https://github.com/Unitech/pm2,43268,21/05/2013,4838,13.3,967,558,138,02/07/2026,48,JavaScript,"JavaScript, Shell, Smarty, Dockerfile, Python, PowerShell, Go Template, Makefile",5147,1019,4128,0.802,4153.66,207.36,93.73
HeyPuter/puter,https://github.com/HeyPuter/puter,43109,03/03/2024,899,2.5,2304,2027,22,19/08/2026,0,JavaScript,"JavaScript, CSS, HTML, Dockerfile, Shell, TypeScript, PowerShell",1224,9,1215,0.9926,4153.66,207.36,93.73
zbezj/HEU_KMS_Activator,https://github.com/zbezj/HEU_KMS_Activator,43098,23/06/2019,2614,7.2,2,0,54,06/07/2026,44,,,205,173,32,0.1561,1575.95,5.59,292.54
FuelLabs/fuels-rs,https://github.com/FuelLabs/fuels-rs,43065,31/10/2021,1752,4.8,1041,915,121,29/06/2026,51,Rust,"Rust, Shell, Sway",663,50,613,0.9246,4846.14,145.22,23.78
mifi/lossless-cut,https://github.com/mifi/lossless-cut,43041,30/10/2016,3580,9.8,367,269,106,19/08/2026,0,JavaScript,"JavaScript, CSS, HTML, Shell, TypeScript, SCSS",1922,281,1641,0.8538,4153.66,207.36,93.73
Imbad0202/academic-research-skills,https://github.com/Imbad0202/academic-research-skills,43036,26/02/2026,174,0.5,439,408,40,19/08/2026,0,TeX,"TeX, Python, Shell, jq, HTML, JavaScript",315,23,292,0.927,212.0,23.5,1225.5
FuelLabs/fuels-ts,https://github.com/FuelLabs/fuels-ts,43027,03/09/2021,1811,5.0,2473,1979,156,27/03/2026,145,TypeScript,"TypeScript, Shell, JavaScript, Handlebars, Sway, Vue, CSS, HTML, Rust",1457,57,1400,0.9609,3951.0,209.41,39.23
juanfont/headscale,https://github.com/juanfont/headscale,43005,21/06/2020,2250,6.2,2078,1349,140,30/07/2026,20,Go,"Go, Makefile, Nix, Shell, CSS",1340,86,1254,0.9358,3162.76,209.72,80.52
deepspeedai/DeepSpeed,https://github.com/deepspeedai/DeepSpeed,42963,23/01/2020,2400,6.6,3952,3170,115,19/08/2026,0,Python,"Python, Shell, C++, Cuda, Dockerfile, C, Batchfile, Makefile",3369,1168,2201,0.6533,4381.96,96.0,134.19
faif/python-patterns,https://github.com/faif/python-patterns,42933,06/06/2012,5187,14.2,369,293,0,13/08/2026,6,Python,"Python, Makefile, Shell",97,9,88,0.9072,4381.96,96.0,134.19
curl/curl,https://github.com/curl/curl,42642,18/03/2010,5997,16.4,15899,211,97,19/08/2026,0,C,"C, CMake, Shell, Perl, Makefile, Python, Batchfile, DIGITAL Command Language, Emacs Lisp, M4",5550,7,5543,0.9987,1636.36,71.09,40.09
k88hudson/git-flight-rules,https://github.com/k88hudson/git-flight-rules,42595,22/07/2014,4411,12.1,295,227,0,23/07/2026,27,,,73,14,59,0.8082,1575.95,5.59,292.54
mingrammer/diagrams,https://github.com/mingrammer/diagrams,42528,02/02/2020,2390,6.5,644,360,46,16/08/2026,3,Shell,"Shell, Python, JavaScript, CSS, Dockerfile, Go Template, TypeScript, HTML",546,315,231,0.4231,6587.32,101.51,68.88
apachecn/ailearning,https://github.com/apachecn/ailearning,42464,25/02/2017,3462,9.5,535,478,2,12/11/2024,645,Python,"Python, Jupyter Notebook, Shell, HTML, CSS, Dockerfile, JavaScript",118,4,114,0.9661,4381.96,96.0,134.19
Alamofire/Alamofire,https://github.com/Alamofire/Alamofire,42415,31/07/2014,4402,12.1,1175,674,106,03/08/2026,16,Swift,"Swift, Ruby",2819,31,2788,0.989,823.2,100.0,16.6
danny-avila/LibreChat,https://github.com/danny-avila/LibreChat,42240,12/02/2023,1284,3.5,5860,4128,94,19/08/2026,0,JavaScript,"JavaScript, HTML, CSS, TypeScript, Dockerfile, Handlebars, Shell, Python, Go Template, Go",4887,365,4522,0.9253,4153.66,207.36,93.73
imputnet/cobalt,https://github.com/imputnet/cobalt,42144,08/07/2022,1503,4.1,489,252,0,06/04/2026,135,JavaScript,"JavaScript, Dockerfile, HTML, Svelte, TypeScript, CSS",1031,226,805,0.7808,4153.66,207.36,93.73
saadeghi/daisyui,https://github.com/saadeghi/daisyui,42128,28/11/2020,2089,5.7,793,608,228,19/08/2026,0,CSS,"CSS, JavaScript, HTML, Svelte",2201,15,2186,0.9932,983.25,101.42,156.17
666ghj/BettaFish,https://github.com/666ghj/BettaFish,42042,01/07/2024,779,2.1,207,119,6,17/08/2026,2,Python,"Python, Jupyter Notebook, Dockerfile",442,1,441,0.9977,4381.96,96.0,134.19
fastlane/fastlane,https://github.com/fastlane/fastlane,42005,02/12/2014,4278,11.7,7897,6482,568,18/08/2026,1,Ruby,"Ruby, HTML, Objective-C, Shell, Java, Swift, JavaScript, Lua, C",13304,518,12786,0.9611,9346.47,112.47,257.87
LC044/WeChatMsg,https://github.com/LC044/WeChatMsg,41972,11/01/2023,1316,3.6,92,62,0,30/12/2025,232,,,0,0,0,,1575.95,5.59,292.54
nolimits4web/swiper,https://github.com/nolimits4web/swiper,41883,14/03/2012,5271,14.4,919,629,103,06/08/2026,13,HTML,"HTML, JavaScript, Vue, Less, CSS, TypeScript",5831,239,5592,0.959,2959.28,84.38,78.49
psf/black,https://github.com/psf/black,41809,14/03/2018,3080,8.4,2394,1893,55,19/08/2026,0,Python,"Python, Dockerfile, Jupyter Notebook, Vim Script",2819,265,2554,0.906,4381.96,96.0,134.19
agno-agi/agno,https://github.com/agno-agi/agno,41787,04/05/2022,1568,4.3,5814,3632,231,19/08/2026,0,Python,"Python, Shell, Batchfile, PowerShell, HTML, TeX, TypeScript, CSS",2760,630,2130,0.7717,4381.96,96.0,134.19
hexojs/hexo,https://github.com/hexojs/hexo,41771,23/09/2012,5078,13.9,1407,1000,118,12/08/2026,7,JavaScript,"JavaScript, TypeScript",4001,46,3955,0.9885,4153.66,207.36,93.73
aria2/aria2,https://github.com/aria2/aria2,41750,27/11/2010,5744,15.7,399,258,24,25/06/2026,55,Shell,"Shell, C++, C, Makefile, M4, Dockerfile",1926,1097,829,0.4304,6587.32,101.51,68.88
freefq/free,https://github.com/freefq/free,41740,07/06/2020,2264,6.2,18,0,0,20/08/2024,729,,,893,600,293,0.3281,1575.95,5.59,292.54
dylanaraps/pure-bash-bible,https://github.com/dylanaraps/pure-bash-bible,41718,13/06/2018,2989,8.2,61,28,0,28/11/2023,995,Shell,Shell,77,44,33,0.4286,6587.32,101.51,68.88
heygen-com/hyperframes,https://github.com/heygen-com/hyperframes,41702,10/03/2026,162,0.4,3039,2143,353,19/08/2026,0,TypeScript,"TypeScript, JavaScript, CSS, Python, Shell, Dockerfile, HCL",286,36,250,0.8741,3951.0,209.41,39.23
chubin/cheat.sh,https://github.com/chubin/cheat.sh,41662,07/05/2017,3390,9.3,165,129,0,23/12/2025,239,Python,"Python, Shell, HTML, CSS, Dockerfile, Go, Vim Script",273,134,139,0.5092,4381.96,96.0,134.19
dcloudio/uni-app,https://github.com/dcloudio/uni-app,41598,12/07/2018,2960,8.1,812,583,0,19/08/2026,0,JavaScript,"JavaScript, Vue, CSS, TypeScript, HTML, SCSS, Objective-C, Kotlin, Swift, Java",5099,689,4410,0.8649,4153.66,207.36,93.73
apache/dubbo,https://github.com/apache/dubbo,41554,19/06/2012,5174,14.2,8605,6133,114,13/08/2026,6,Java,"Java, Shell, Batchfile, Lex, Mustache, JavaScript, Dockerfile, Groovy, HTML",7424,834,6590,0.8877,1668.22,57.66,146.66
sxyazi/yazi,https://github.com/sxyazi/yazi,41494,08/07/2023,1138,3.1,1494,1276,32,19/08/2026,0,Rust,"Rust, Shell, Nix, Lua, JavaScript, RenderScript",1953,51,1902,0.9739,4846.14,145.22,23.78
yarnpkg/yarn,https://github.com/yarnpkg/yarn,41485,19/01/2016,3865,10.6,2376,1655,153,12/05/2026,99,JavaScript,"JavaScript, Shell, Batchfile, PowerShell, Groovy",6624,1869,4755,0.7178,4153.66,207.36,93.73
tabler/tabler,https://github.com/tabler/tabler,41484,01/02/2018,3121,8.6,1396,947,51,19/08/2026,0,HTML,"HTML, JavaScript, SCSS, Dockerfile, TypeScript, Astro",1221,56,1165,0.9541,2959.28,84.38,78.49
chatboxai/chatbox,https://github.com/chatboxai/chatbox,41478,06/03/2023,1262,3.5,272,81,60,14/08/2026,5,TypeScript,"TypeScript, CSS, Shell, JavaScript, Dockerfile, EJS, NSIS, HTML, Gherkin",2694,1152,1542,0.5724,3951.0,209.41,39.23
hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,41438,28/10/2021,1756,4.8,4428,3708,50,17/08/2026,2,Python,"Python, C++, C, Cuda, Dockerfile, Shell, HTML",1740,443,1297,0.7454,4381.96,96.0,134.19
exelban/stats,https://github.com/exelban/stats,41299,29/05/2019,2639,7.2,599,455,348,19/08/2026,0,Swift,"Swift, Makefile, Objective-C, Shell, C, Python, C++",2929,25,2904,0.9915,823.2,100.0,16.6
nwjs/nw.js,https://github.com/nwjs/nw.js,41161,04/01/2012,5341,14.6,857,576,0,19/08/2026,0,C++,"C++, JavaScript, Objective-C++, Objective-C, C, HTML, Python, Smarty, CSS, Shell",7456,889,6567,0.8808,8311.21,116.07,94.29
amruthpillai/reactive-resume,https://github.com/amruthpillai/reactive-resume,41159,25/03/2020,2338,6.4,1184,935,136,19/08/2026,0,JavaScript,"JavaScript, Dockerfile, TypeScript, CSS, PLpgSQL, HTML",2154,103,2051,0.9522,4153.66,207.36,93.73
styled-components/styled-components,https://github.com/styled-components/styled-components,41122,16/08/2016,3655,10.0,1472,1067,239,17/08/2026,2,JavaScript,"JavaScript, HTML, TypeScript, CSS, Ruby, Swift, Objective-C, Objective-C++, Kotlin, C",3009,11,2998,0.9963,4153.66,207.36,93.73
XTLS/Xray-core,https://github.com/XTLS/Xray-core,41118,09/11/2020,2109,5.8,2106,1425,119,19/08/2026,0,Go,"Go, Shell, Assembly, HTML",3095,32,3063,0.9897,3162.76,209.72,80.52
luongnv89/claude-howto,https://github.com/luongnv89/claude-howto,41107,07/11/2025,284,0.8,110,69,10,19/08/2026,0,Python,"Python, JavaScript, Shell, HTML, Jinja, CSS",45,15,30,0.6667,4381.96,96.0,134.19
vuetifyjs/vuetify,https://github.com/vuetifyjs/vuetify,41030,12/09/2016,3628,9.9,6587,4808,675,19/08/2026,0,JavaScript,"JavaScript, Vue, HTML, TypeScript, Sass, SCSS, Dockerfile",15440,283,15157,0.9817,4153.66,207.36,93.73
bailicangdu/vue2-elm,https://github.com/bailicangdu/vue2-elm,41026,23/12/2016,3526,9.7,54,21,0,11/04/2025,495,JavaScript,"JavaScript, HTML, Vue, SCSS",631,119,512,0.8114,4153.66,207.36,93.73
gkd-kit/gkd,https://github.com/gkd-kit/gkd,41011,04/07/2023,1142,3.1,51,16,75,18/08/2026,1,Kotlin,"Kotlin, AIDL, Java",795,11,784,0.9862,748.29,116.29,13.0
zai-org/ChatGLM-6B,https://github.com/zai-org/ChatGLM-6B,40989,13/03/2023,1255,3.4,124,47,0,27/06/2024,783,Python,"Python, Shell",1316,566,750,0.5699,4381.96,96.0,134.19
vercel-labs/agent-browser,https://github.com/vercel-labs/agent-browser,40952,11/01/2026,220,0.6,1118,580,102,19/08/2026,0,JavaScript,"JavaScript, TypeScript, Rust, Shell, HTML, CSS",576,332,244,0.4236,4153.66,207.36,93.73
goabstract/Awesome-Design-Tools,https://github.com/goabstract/Awesome-Design-Tools,40928,12/02/2019,2745,7.5,482,283,0,28/07/2024,752,JavaScript,JavaScript,53,27,26,0.4906,4153.66,207.36,93.73
QSCTech/zju-icicles,https://github.com/QSCTech/zju-icicles,40872,28/06/2016,3704,10.1,272,232,0,20/01/2026,211,HTML,"HTML, C, Python, TeX, Assembly, Verilog, Batchfile, Makefile, Lex, Yacc",78,9,69,0.8846,2959.28,84.38,78.49
Hmbown/CodeWhale,https://github.com/Hmbown/CodeWhale,40829,19/01/2026,212,0.6,2837,1753,133,19/08/2026,0,Rust,"Rust, JavaScript, Shell, Dockerfile, TypeScript, CSS, Nix, Batchfile, Python, HTML",2497,137,2360,0.9451,4846.14,145.22,23.78
vim/vim,https://github.com/vim/vim,40772,18/08/2015,4019,11.0,11065,440,0,19/08/2026,0,Makefile,"Makefile, Shell, C, Awk, Perl, Batchfile, PostScript, Smalltalk, Emacs Lisp, NewLisp",9731,1570,8161,0.8387,6824.34,158.88,82.6
ashishps1/awesome-system-design-resources,https://github.com/ashishps1/awesome-system-design-resources,40771,25/10/2023,1029,2.8,20,3,0,16/02/2026,184,Python,"Python, Java",35,8,27,0.7714,4381.96,96.0,134.19
facebookresearch/faiss,https://github.com/facebookresearch/faiss,40768,07/02/2017,3480,9.5,2431,137,28,19/08/2026,0,C++,"C++, C, Python, Cuda, Shell, CMake, Batchfile, Jupyter Notebook, Dockerfile, SWIG",2779,215,2564,0.9226,8311.21,116.07,94.29
appsmithorg/appsmith,https://github.com/appsmithorg/appsmith,40707,30/06/2020,2241,6.1,18212,14328,308,19/08/2026,0,Dockerfile,"Dockerfile, Java, HTML, Shell, JavaScript, CSS, TypeScript, Handlebars, Procfile, HCL",23748,4425,19323,0.8137,1947.39,130.55,56.58
chatanywhere/GPT_API_free,https://github.com/chatanywhere/GPT_API_free,40700,23/04/2023,1214,3.3,13,1,0,28/07/2026,22,,,439,1,438,0.9977,1575.95,5.59,292.54
remoteintech/remote-jobs,https://github.com/remoteintech/remote-jobs,40682,13/10/2015,3963,10.9,1956,1454,0,11/08/2026,8,JavaScript,"JavaScript, Nunjucks, CSS, Shell",204,4,200,0.9804,4153.66,207.36,93.73
bradtraversy/50projects50days,https://github.com/bradtraversy/50projects50days,40613,16/11/2020,2102,5.8,241,44,0,26/02/2025,539,HTML,"HTML, JavaScript, CSS",0,0,0,,2959.28,84.38,78.49
PatrickJS/awesome-cursorrules,https://github.com/PatrickJS/awesome-cursorrules,40612,16/09/2024,702,1.9,256,101,0,30/05/2026,81,JavaScript,JavaScript,66,8,58,0.8788,4153.66,207.36,93.73
GyulyVGC/sniffnet,https://github.com/GyulyVGC/sniffnet,40600,31/07/2022,1479,4.1,829,547,18,19/08/2026,0,Rust,"Rust, Shell, Rich Text Format, Dockerfile",368,56,312,0.8478,4846.14,145.22,23.78
chakra-ui/chakra-ui,https://github.com/chakra-ui/chakra-ui,40584,17/08/2019,2559,7.0,4164,3018,1000,18/08/2026,1,JavaScript,"JavaScript, TypeScript, MDX, HTML, CSS, Dockerfile, Shell",4357,4,4353,0.9991,4153.66,207.36,93.73
trpc/trpc,https://github.com/trpc/trpc,40527,18/07/2020,2223,6.1,5051,3924,239,13/08/2026,5,TypeScript,"TypeScript, JavaScript, CSS, MDX",1364,154,1210,0.8871,3951.0,209.41,39.23
ToolJet/ToolJet,https://github.com/ToolJet/ToolJet,40515,30/03/2021,1968,5.4,11940,9084,596,19/08/2026,0,HTML,"HTML, JavaScript, SCSS, Shell, Dockerfile, HCL, TypeScript, Batchfile, EJS, MDX",5285,552,4733,0.8956,2959.28,84.38,78.49
pingcap/tidb,https://github.com/pingcap/tidb,40449,06/09/2015,4000,11.0,46342,36059,215,19/08/2026,0,Makefile,"Makefile, Go, Shell, Dockerfile, Ragel, Yacc, Jsonnet, Starlark, Smarty, Python",23879,5197,18682,0.7824,6824.34,158.88,82.6
duckdb/duckdb,https://github.com/duckdb/duckdb,40439,26/06/2018,2976,8.2,13521,11661,63,19/08/2026,0,CMake,"CMake, Makefile, Python, C, C++, Shell, Swift, TSQL, HTML, CSS",7447,567,6880,0.9239,10846.93,133.36,74.29
wg/wrk,https://github.com/wg/wrk,40389,20/03/2012,5265,14.4,0,0,0,30/12/2023,963,Makefile,"Makefile, Lua, C, C++",0,0,0,,6824.34,158.88,82.6
LizardByte/Sunshine,https://github.com/LizardByte/Sunshine,40340,15/12/2021,1707,4.7,3395,2120,46,19/08/2026,0,CMake,"CMake, HLSL, GLSL, HTML, Shell, C++, Cuda, Batchfile, Objective-C, Objective-C++",1354,97,1257,0.9284,10846.93,133.36,74.29
php/php-src,https://github.com/php/php-src,40297,16/06/2011,5543,15.2,17784,5547,60,19/08/2026,0,JavaScript,"JavaScript, C, Makefile, Shell, PHP, DTrace, C++, Awk, HTML, GAP",5362,956,4406,0.8217,4153.66,207.36,93.73
nushell/nushell,https://github.com/nushell/nushell,40297,10/05/2019,2658,7.3,10431,9111,124,19/08/2026,0,Rust,"Rust, Shell, Python, Batchfile, PowerShell, Dockerfile, Nushell, JavaScript, Nix",7286,1383,5903,0.8102,4846.14,145.22,23.78
CorentinTh/it-tools,https://github.com/CorentinTh/it-tools,40290,05/04/2020,2327,6.4,1003,493,10,16/08/2026,3,JavaScript,"JavaScript, Vue, HTML, TypeScript, Dockerfile, EJS",712,487,225,0.316,4153.66,207.36,93.73
ManimCommunity/manim,https://github.com/ManimCommunity/manim,40264,19/05/2020,2283,6.3,2850,2129,34,15/08/2026,4,Python,"Python, TeX, Dockerfile, GLSL, Jupyter Notebook",1805,400,1405,0.7784,4381.96,96.0,134.19
outline/outline,https://github.com/outline/outline,40249,22/05/2016,3740,10.2,6107,5252,166,19/08/2026,0,JavaScript,"JavaScript, HTML, Shell, Makefile, Dockerfile, TypeScript, Procfile",4228,33,4195,0.9922,4153.66,207.36,93.73
phaserjs/phaser,https://github.com/phaserjs/phaser,40170,12/04/2013,4877,13.4,2503,1746,178,09/07/2026,41,JavaScript,"JavaScript, GLSL, TypeScript",4651,108,4543,0.9768,4153.66,207.36,93.73
microsoft/BitNet,https://github.com/microsoft/BitNet,40104,05/08/2024,744,2.0,226,34,0,27/07/2026,23,CMake,"CMake, C, C++, Python, Cuda, Shell",306,203,103,0.3366,10846.93,133.36,74.29
photoprism/photoprism,https://github.com/photoprism/photoprism,40089,27/01/2018,3126,8.6,1203,959,83,19/08/2026,0,Go,"Go, Dockerfile, JavaScript, CSS, Vue, Makefile, Shell, Mermaid, Batchfile, Go Template",2642,435,2207,0.8354,3162.76,209.72,80.52
gofiber/fiber,https://github.com/gofiber/fiber,40069,16/01/2020,2407,6.6,2811,2421,142,19/08/2026,0,Go,"Go, Makefile",1738,37,1701,0.9787,3162.76,209.72,80.52
google-research/bert,https://github.com/google-research/bert,40047,25/10/2018,2854,7.8,211,32,0,23/07/2024,756,Python,"Python, Jupyter Notebook",1145,790,355,0.31,4381.96,96.0,134.19
langchain-ai/langgraph,https://github.com/langchain-ai/langgraph,40034,09/08/2023,1106,3.0,5599,3911,560,19/08/2026,0,Makefile,"Makefile, Python, JavaScript, TypeScript, Dockerfile",1512,459,1053,0.6964,6824.34,158.88,82.6
evanw/esbuild,https://github.com/evanw/esbuild,40007,14/06/2016,3718,10.2,527,263,315,09/08/2026,10,Makefile,"Makefile, JavaScript, Go, HTML, TypeScript, Shell, CSS",3919,543,3376,0.8614,6824.34,158.88,82.6
Kong/insomnia,https://github.com/Kong/insomnia,39957,23/04/2016,3770,10.3,5367,4221,561,19/08/2026,0,JavaScript,"JavaScript, HTML, CSS, Shell, TypeScript, Dockerfile, Nix, C++, C, NSIS",4036,739,3297,0.8169,4153.66,207.36,93.73
schollz/croc,https://github.com/schollz/croc,39957,17/10/2017,3228,8.8,606,372,209,19/08/2026,0,Go,"Go, Shell, Dockerfile, Makefile, TypeScript, JavaScript, HTML, CSS",621,1,620,0.9984,3162.76,209.72,80.52
go-gorm/gorm,https://github.com/go-gorm/gorm,39910,25/10/2013,4681,12.8,1540,790,12,25/06/2026,55,Go,"Go, Shell",6144,453,5691,0.9263,3162.76,209.72,80.52
koalaman/shellcheck,https://github.com/koalaman/shellcheck,39897,17/11/2012,5023,13.8,459,346,30,04/08/2026,15,Haskell,"Haskell, Shell, Dockerfile",3016,1115,1901,0.6303,1073.5,94.0,7.5
siddharthvaddem/openscreen,https://github.com/siddharthvaddem/openscreen,39872,10/10/2025,313,0.9,316,195,13,17/06/2026,63,JavaScript,"JavaScript, TypeScript, HTML, CSS, Shell, Nix, CMake, C++, Swift",366,29,337,0.9208,4153.66,207.36,93.73
videojs/video.js,https://github.com/videojs/video.js,39859,14/05/2010,5941,16.3,3296,1829,336,03/08/2026,16,JavaScript,"JavaScript, CSS, HTML, SCSS",5436,617,4819,0.8865,4153.66,207.36,93.73
llvm/llvm-project,https://github.com/llvm/llvm-project,39826,07/12/2016,3542,9.7,117932,97169,159,19/08/2026,0,Python,"Python, Dockerfile, Shell, CMake, C++, C, Linker Script, Assembly, LLVM, HTML",97932,29238,68694,0.7014,4381.96,96.0,134.19
2noise/ChatTTS,https://github.com/2noise/ChatTTS,39772,27/05/2024,814,2.2,281,223,7,10/04/2026,131,Python,"Python, Go, Shell",676,57,619,0.9157,4381.96,96.0,134.19
vadimdemedes/ink,https://github.com/vadimdemedes/ink,39691,12/06/2017,3355,9.2,501,323,81,12/08/2026,7,TypeScript,TypeScript,432,16,416,0.963,3951.0,209.41,39.23
